,goal_reached,path_length,times_disturbed,is_alternative,safety_value,allowance,safety_list,graph_reference
0,False,55,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
1,False,51,4,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
2,False,3,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
3,False,110,15,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
4,False,63,6,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
5,False,37,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
6,False,99,11,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
7,False,95,9,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
8,False,116,18,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
9,False,53,5,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
10,False,49,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
11,False,66,4,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
12,False,115,19,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
13,False,43,4,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
14,True,118,15,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
15,False,82,12,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
16,False,84,13,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
17,False,74,8,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
18,False,101,12,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
19,True,110,11,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
20,False,57,7,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
21,False,5,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",M_17_23_9_23
