,goal_reached,path_length,times_disturbed,is_alternative,distance_saved,safety_value,allowance,safety_list,graph_reference
0,True,79,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
1,True,91,9,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
2,True,97,12,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
3,False,61,5,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
4,False,69,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
5,True,95,11,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
6,True,83,5,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
7,True,85,6,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
8,False,80,14,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
9,False,77,8,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
10,False,16,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
11,True,87,7,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
12,False,83,11,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
13,False,79,9,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
14,True,87,7,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
15,True,103,15,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
16,False,58,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
17,True,97,12,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
18,False,69,9,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
19,True,79,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
20,False,57,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
21,False,71,5,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
22,False,55,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
23,False,66,7,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
24,False,63,6,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
25,False,60,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
26,True,93,10,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
27,False,64,6,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
28,True,79,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
29,False,60,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
30,False,16,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
31,False,71,10,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
32,False,18,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
33,False,16,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
34,True,89,8,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
35,False,61,5,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
36,False,14,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
37,True,83,5,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
38,False,64,6,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
39,False,83,9,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
40,False,16,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
41,False,20,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
42,True,89,8,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
43,False,16,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
44,False,71,10,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
45,False,58,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
46,False,68,8,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
47,True,89,8,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
48,False,59,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
49,False,63,6,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
50,False,18,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
51,False,58,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
52,True,81,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
53,False,69,9,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
54,True,93,10,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
55,True,93,10,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
56,True,83,5,False,,1,2,"[1, 2, 3, 4, 5, 6]",V_19_13_59_10_178827
