,goal_reached,path_length,times_disturbed,is_alternative,safety_value,allowance,safety_list,graph_reference
0,True,33,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
1,True,39,6,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
2,True,31,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
3,True,35,4,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
4,True,31,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
5,False,8,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
6,True,47,10,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
7,False,8,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
8,True,31,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
9,True,37,6,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
10,True,35,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
11,True,31,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
12,True,33,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
13,True,33,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
14,False,8,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
15,False,8,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
16,True,33,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
17,True,33,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
18,True,43,8,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
19,True,31,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
20,False,8,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
21,True,33,4,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
22,False,8,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
23,True,35,5,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",V_18_3_41_55
